SensingAgent,0.1,0.3,0
WorldModelAgent,0.1,0.3,0
SensingAgent,0.1,0.3,0
WorldModelAgent,0.1,0.3,0
SensingAgent,0.1,0.3,60
WorldModelAgent,0.1,0.3,80
SensingAgent,0.1,0.3,0
WorldModelAgent,0.1,0.3,0
SensingAgent,0.1,0.3,30
WorldModelAgent,0.1,0.3,80
SensingAgent,0.1,0.3,100
WorldModelAgent,0.1,0.3,30
SensingAgent,0.1,0.3,60
WorldModelAgent,0.1,0.3,70
SensingAgent,0.1,0.3,90
WorldModelAgent,0.1,0.3,160
SensingAgent,0.1,0.3,20
WorldModelAgent,0.1,0.3,40
SensingAgent,0.1,0.3,60
WorldModelAgent,0.1,0.3,150
NoSenseAgent,0.1,0.3,30
SensingAgent,0.1,0.3,30
WorldModelAgent,0.1,0.3,180
OmniscientAgent,0.1,0.3,290
NoSenseAgent,0.1,0.3,40
SensingAgent,0.1,0.3,50
WorldModelAgent,0.1,0.3,50
OmniscientAgent,0.1,0.3,50
NoSenseAgent,0.1,0.3,30
SensingAgent,0.1,0.3,30
WorldModelAgent,0.1,0.3,130
OmniscientAgent,0.1,0.3,190
NoSenseAgent,0.1,0.3,20
SensingAgent,0.1,0.3,50
WorldModelAgent,0.1,0.3,110
OmniscientAgent,0.1,0.3,220
NoSenseAgent,0.1,0.3,20
SensingAgent,0.1,0.3,90
WorldModelAgent,0.1,0.3,140
OmniscientAgent,0.1,0.3,290
NoSenseAgent,0.1,0.3,40
SensingAgent,0.1,0.3,50
WorldModelAgent,0.1,0.3,80
OmniscientAgent,0.1,0.3,230
NoSenseAgent,0.1,0.3,40
SensingAgent,0.1,0.3,120
WorldModelAgent,0.1,0.3,130
OmniscientAgent,0.1,0.3,350
NoSenseAgent,0.1,0.3,20
SensingAgent,0.1,0.3,40
WorldModelAgent,0.1,0.3,50
OmniscientAgent,0.1,0.3,230
NoSenseAgent,0.1,0.3,0
SensingAgent,0.1,0.3,0
WorldModelAgent,0.1,0.3,0
OmniscientAgent,0.1,0.3,0
NoSenseAgent,0.1,0.3,50
SensingAgent,0.1,0.3,90
WorldModelAgent,0.1,0.3,140
OmniscientAgent,0.1,0.3,210
NoSenseAgent,0.1,0.1,20
NoSenseAgent,0.1,0.1,20
NoSenseAgent,0.1,0.1,10
NoSenseAgent,0.1,0.1,0
NoSenseAgent,0.1,0.1,30
NoSenseAgent,0.1,0.1,0
NoSenseAgent,0.1,0.1,70
NoSenseAgent,0.1,0.1,10
NoSenseAgent,0.1,0.1,0
NoSenseAgent,0.1,0.1,20
SensingAgent,0.1,0.1,60
SensingAgent,0.1,0.1,30
SensingAgent,0.1,0.1,60
SensingAgent,0.1,0.1,90
SensingAgent,0.1,0.1,160
SensingAgent,0.1,0.1,90
SensingAgent,0.1,0.1,120
SensingAgent,0.1,0.1,30
SensingAgent,0.1,0.1,90
SensingAgent,0.1,0.1,50
WorldModelAgent,0.1,0.1,50
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,80
WorldModelAgent,0.1,0.1,150
WorldModelAgent,0.1,0.1,90
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,120
OmniscientAgent,0.1,0.1,210
OmniscientAgent,0.1,0.1,250
OmniscientAgent,0.1,0.1,210
OmniscientAgent,0.1,0.1,260
OmniscientAgent,0.1,0.1,230
OmniscientAgent,0.1,0.1,200
OmniscientAgent,0.1,0.1,210
OmniscientAgent,0.1,0.1,220
OmniscientAgent,0.1,0.1,190
OmniscientAgent,0.1,0.1,220
NoSenseAgent,0.1,0.5,10
NoSenseAgent,0.1,0.5,10
NoSenseAgent,0.1,0.5,0
NoSenseAgent,0.1,0.5,0
NoSenseAgent,0.1,0.5,10
NoSenseAgent,0.1,0.5,10
NoSenseAgent,0.1,0.5,0
NoSenseAgent,0.1,0.5,0
NoSenseAgent,0.1,0.5,0
NoSenseAgent,0.1,0.5,0
SensingAgent,0.1,0.5,0
SensingAgent,0.1,0.5,10
SensingAgent,0.1,0.5,0
SensingAgent,0.1,0.5,10
SensingAgent,0.1,0.5,10
SensingAgent,0.1,0.5,10
SensingAgent,0.1,0.5,10
SensingAgent,0.1,0.5,30
SensingAgent,0.1,0.5,10
SensingAgent,0.1,0.5,0
WorldModelAgent,0.1,0.5,0
WorldModelAgent,0.1,0.5,10
WorldModelAgent,0.1,0.5,0
WorldModelAgent,0.1,0.5,10
WorldModelAgent,0.1,0.5,10
WorldModelAgent,0.1,0.5,10
WorldModelAgent,0.1,0.5,0
WorldModelAgent,0.1,0.5,20
WorldModelAgent,0.1,0.5,0
WorldModelAgent,0.1,0.5,10
OmniscientAgent,0.1,0.5,0
OmniscientAgent,0.1,0.5,10
OmniscientAgent,0.1,0.5,10
OmniscientAgent,0.1,0.5,0
OmniscientAgent,0.1,0.5,0
OmniscientAgent,0.1,0.5,0
OmniscientAgent,0.1,0.5,10
