500,0.1,0.1,
500,0.1,0.1,
500,0.1,0.1,
500,0.1,0.1,
500,0.1,0.1,
500,0.1,0.1,
500,0.1,0.1,
500,0.1,0.1,
500,0.1,0.1,
500,0.1,0.1,
500,0.1,0.5,
500,0.1,0.5,
500,0.1,0.5,
500,0.1,0.5,
500,0.1,0.5,
500,0.1,0.5,
500,0.1,0.5,
500,0.1,0.5,
500,0.1,0.5,
500,0.1,0.5,
500,0.1,0.9,
500,0.1,0.9,
500,0.1,0.9,
500,0.1,0.9,
500,0.1,0.9,
500,0.1,0.9,
500,0.1,0.9,
500,0.1,0.9,
500,0.1,0.9,
500,0.1,0.9,
500,0.5,0.1,
500,0.5,0.1,
500,0.5,0.1,
500,0.5,0.1,
500,0.5,0.1,
500,0.5,0.1,
500,0.5,0.1,
500,0.5,0.1,
500,0.5,0.1,
500,0.5,0.1,
500,0.5,0.5,
500,0.5,0.5,
500,0.5,0.5,
500,0.5,0.5,
500,0.5,0.5,
500,0.5,0.5,
500,0.5,0.5,
500,0.5,0.5,
500,0.5,0.5,
500,0.5,0.5,
500,0.5,0.9,
500,0.5,0.9,
500,0.5,0.9,
500,0.5,0.9,
500,0.5,0.9,
500,0.5,0.9,
500,0.5,0.9,
500,0.5,0.9,
500,0.5,0.9,
500,0.5,0.9,
500,0.9,0.1,
500,0.9,0.1,
500,0.9,0.1,
500,0.9,0.1,
500,0.9,0.1,
500,0.9,0.1,
500,0.9,0.1,
500,0.9,0.1,
500,0.9,0.1,
500,0.9,0.1,
500,0.9,0.5,
500,0.9,0.5,
500,0.9,0.5,
500,0.9,0.5,
500,0.9,0.5,
500,0.9,0.5,
500,0.9,0.5,
500,0.9,0.5,
500,0.9,0.5,
500,0.9,0.5,
500,0.9,0.9,
500,0.9,0.9,
500,0.9,0.9,
500,0.9,0.9,
500,0.9,0.9,
500,0.9,0.9,
500,0.9,0.9,
500,0.9,0.9,
500,0.9,0.9,
500,0.9,0.9,
1000,0.1,0.1,
1000,0.1,0.1,
1000,0.1,0.1,
1000,0.1,0.1,
1000,0.1,0.1,
1000,0.1,0.1,
1000,0.1,0.1,
1000,0.1,0.1,
1000,0.1,0.1,
1000,0.1,0.1,
1000,0.1,0.5,
1000,0.1,0.5,
1000,0.1,0.5,
1000,0.1,0.5,
1000,0.1,0.5,
1000,0.1,0.5,
1000,0.1,0.5,
1000,0.1,0.5,
1000,0.1,0.5,
1000,0.1,0.5,
1000,0.1,0.9,
1000,0.1,0.9,
1000,0.1,0.9,
